company_code,date,open,high,low,close,volume,date_diff,daily_return
INFY.NS,2023-03-01,1368.7209440691638,1376.4706257604705,1358.7242330919914,1372.0684814453125,5125043,1.0,0.0057141461309973
INFY.NS,2023-03-02,1361.9342350192826,1365.235871380038,1345.7011242723827,1350.149169921875,4644499,1.0,-0.01597537719133968
INFY.NS,2023-03-03,1363.539096991639,1366.336380209989,1350.9285958423973,1356.70654296875,4615015,1.0,0.004856776712497846
INFY.NS,2023-03-06,1370.6928275102962,1394.400548877502,1369.4088267341433,1382.523681640625,6561742,3.0,0.019029272620283644
INFY.NS,2023-03-08,1367.0243593044893,1372.0226591031646,1358.3574377680816,1368.99609375,4137080,2.0,-0.009784706092391793
INFY.NS,2023-03-09,1371.10536876011,1374.1777229481327,1352.3959486952547,1357.71533203125,5104656,1.0,-0.00824017085969131
INFY.NS,2023-03-10,1339.0060106489143,1352.1209773156488,1336.850783639018,1349.598876953125,3699580,1.0,-0.005978024175349095
INFY.NS,2023-03-13,1342.8579415523982,1355.7895279106722,1309.6579732857313,1316.1695556640625,8798403,3.0,-0.02476982002573469
INFY.NS,2023-03-14,1321.5805984711983,1328.321462547265,1294.066776157433,1302.3209228515625,7402784,1.0,-0.010521921550991076
INFY.NS,2023-03-15,1318.829142580857,1323.277187882345,1299.4318765422183,1301.9998779296875,7556182,1.0,-0.00024651751825655044
INFY.NS,2023-03-16,1300.3032376058475,1300.3032376058475,1282.786015172728,1287.738525390625,7323117,1.0,-0.010953420795814184
INFY.NS,2023-03-17,1311.4922204768466,1323.3231866747517,1294.4336727271848,1302.962890625,9090018,1.0,0.011822559420404666
INFY.NS,2023-03-20,1302.045508746573,1302.045508746573,1270.0836465558034,1287.32568359375,8221829,3.0,-0.012001268143369104
INFY.NS,2023-03-21,1283.0611764780233,1288.5639406373286,1274.8070302390654,1275.448974609375,8536755,1.0,-0.009225877441689456
INFY.NS,2023-03-22,1286.7295181084949,1290.6273088796718,1267.6074375395233,1274.1190185546875,8356487,1.0,-0.0010427356022570944
INFY.NS,2023-03-23,1269.258358749589,1269.258358749589,1256.4644769231124,1260.637451171875,7607718,1.0,-0.010581089510857011
INFY.NS,2023-03-24,1272.972797414035,1283.015297395886,1263.3429599696206,1266.23193359375,7559127,1.0,0.004437820260436043
INFY.NS,2023-03-27,1271.3677950652989,1280.0805049322928,1260.2246753182865,1273.843994140625,4170193,3.0,0.006011584722295682
INFY.NS,2023-03-28,1276.7330397726337,1282.1441138599873,1261.8297194219722,1263.4346923828125,6633366,1.0,-0.008171567166539107
INFY.NS,2023-03-29,1264.7186272999518,1274.715337897841,1251.466181751986,1268.8916015625,8813966,1.0,0.0043191066483980745
INFY.NS,2023-03-31,1287.6469035198686,1311.4463153951938,1278.3839389266645,1309.612060546875,8711975,2.0,0.03209136141671376
INFY.NS,2023-04-03,1316.077848821429,1316.077848821429,1288.7016177019077,1293.92919921875,5242764,3.0,-0.011975196167310798
INFY.NS,2023-04-05,1283.978386725391,1309.199390750354,1283.978386725391,1305.5767822265625,7506334,2.0,0.009001715870424087
INFY.NS,2023-04-06,1298.6522809308385,1310.0246820529576,1293.4704891987503,1304.0633544921875,6948465,1.0,-0.0011592023961960463
INFY.NS,2023-04-10,1305.9434783219242,1315.160653204444,1297.7352331131717,1309.291015625,4993788,4.0,0.004008747822568992
INFY.NS,2023-04-11,1310.4834237107443,1314.564596044306,1273.8900163996034,1289.6187744140625,6942255,1.0,-0.015025109754951416
INFY.NS,2023-04-12,1295.9470334362472,1312.867990700333,1283.9784750125505,1309.9332275390625,5831169,1.0,0.01575229325754024
INFY.NS,2023-04-13,1292.9203774786417,1294.1126879036105,1268.3872190480308,1274.0733642578125,11267238,1.0,-0.02737533679378379
INFY.NS,2023-04-17,1146.6843436762329,1156.6351528002706,1087.0710673200379,1154.0213623046875,53171705,4.0,-0.09422691449409515
INFY.NS,2023-04-18,1164.7057800036057,1164.7057800036057,1149.2522072547338,1154.9842529296875,12430884,1.0,0.0008343785101836421
INFY.NS,2023-04-19,1150.3987451220048,1150.3987451220048,1127.5164610086156,1130.0843505859375,11307230,1.0,-0.021558650934495383
INFY.NS,2023-04-20,1128.7087574516104,1135.2662413976043,1120.1795389648407,1122.0137939453125,8621249,1.0,-0.0071415524305247224
INFY.NS,2023-04-21,1126.324198126057,1131.047426880891,1118.8954881773257,1125.6363525390625,8691352,1.0,0.0032286221553587957
INFY.NS,2023-04-24,1126.2325338323785,1128.0667887734735,1117.0612591269032,1124.6734619140625,8313774,3.0,-0.0008554189128914258
INFY.NS,2023-04-25,1124.3523209198693,1133.110932602619,1114.3098204064606,1123.389404296875,6808576,1.0,-0.0011417159385997966
INFY.NS,2023-04-26,1126.2324867816417,1130.8181239428047,1119.3999321931217,1125.81982421875,5680192,1.0,0.002163470576256765
INFY.NS,2023-04-27,1128.0666511252507,1144.3915628906238,1123.8478876663187,1142.969970703125,8020704,1.0,0.01523347352341764
INFY.NS,2023-04-28,1151.6368776414001,1154.6634429645405,1141.7777576955154,1148.931396484375,10118277,1.0,0.005215732638699677
INFY.NS,2023-05-02,1150.5822227207543,1173.6937883843755,1150.5822227207543,1171.5843505859375,8886401,4.0,0.01971654197185191
INFY.NS,2023-05-03,1161.0833162689144,1167.044644512001,1157.506496932256,1163.9722900390625,5549783,1.0,-0.006497236449998667
INFY.NS,2023-05-04,1163.788693033167,1170.0711048738817,1157.8732664731895,1168.007568359375,4505401,1.0,0.003466816482527335
